Tên Sản Phẩm,Total
"em thông cảm nhé.chị luôn ủng hộ shop+ tn đp 23/11 Ngọc/ HOÀN SIZE RỘNG\"",1
1 EM7298 Đầm Xoè Hoa Cổ Cách Điệu XL,1
1 A2053 Áo Gile Sọc Xanh M,1
1 EM6905 Đầm Body Xanh Trơn S M,1
1 EM9358 Đầm Xoè Cổ V Đắp Eo Xêp Ply S,1
1 EM7390 Đầm Xoè Đen Phối L,1
1 EM7448 Đầm Xoè Gấm Vân Mây XL,1
1 EM7439 Đầm Xoè A Hồng Ruốc Vai Choàng XXL,1
1 EM7538 Đầm Xoè Xanh Đen Cổ Cách Điệu XXL,1
1 A9470 Áo Chấm Bi Cổ Lọ S,1
1 EM7135 Jum Dài Đũi Cổ Tròn XL,1
1 EM7288 Đầm Xoè Lụa Kaki XXL,1
2 EM7340 Đầm Xoè Lvp Đen Hoa M,1
1 EM2113 Đầm Xoè Đỏ Kết Đá L,1
1 EM2047 Đầm Suông Kaki Nhật Xanh Denim M,1
1 EM7160 Đầm Body Phối Cổ Tròn XL,1
1 EM7071 Sét Áo Bi Chân Váy S,1
1 EM9301 Đầm Xoè Hoa Hồng PLy Eo XL,1
834577378,1
1 EM9370 Đầm Body A Hoa Đỏ XXL,1
1 A7626 Áo Ren Đen Peplum XL,1
1 EM2045 Đầm Body A Xanh Cổ V L,1
1 V7591 Chân Váy Đen Ren S,1
1 V2122 Chân Váy Xoè Đen S,1
1 EM7434 Đầm Suông Be Hạt Cổ XXL,1
1 EM7510 Đầm Xoè Midi Cổ V Loang S,1
1 EM7428 Đầm Xoè A LVP Tay Lỡ M,1
1 EM2091 Đầm Xoè 2 Dây Đen Phối Ren L,1
1 EM2129 Đầm Xoè Voan Đen HT Hoa XXL,1
1 EM7061 Đầm Xoè Trắng Bố Linen XL,1
1 HT1 Hoa Tai Tặng,1
1 EM7380 Sét Áo Dài Lụa Tằm Tím CC XL,1
1 EM7466 Đầm Xoè Trắng Ren XXL,1
1 V7570 Chân Váy Hoa Xám S,1
1 EM2051 Đầm Xoè Xanh Loang Vân Đá XXL,1
1 EM9498 Đầm Xoè Phối Bèo Cổ Kết Hoa XXL,1
1 EM7092 Đâm Xoè Hoa Tím L,1
1 EM9259 Đầm Xoè Cổ Xẻ V XL,1
1 EM9255 Đầm Xoè Cổ Vuông XL,1
1 EM7228 Đầm Xoè A Vàng Vai Xẻ S,1
1 EM9392 Đầm Xoè Hoa Nhí Cam M,1
1 EM7551 Đầm Xoè Maxi Hoa Nhí S,1
1 EM9489 Đầm Xoè Ht Hoa M,1
1 V9562 Chân Váy Xoè Đen XXL,1
2 EM7178 Đầm Suống A Đen Phối Ren M,1
1 EM7361 Đầm Xoè Hoa Xanh Cổ Cách Điệu L,1
1 EM7463 Đầm Dạ Hội Xanh Vai Choàng S,1
1 EM7605 Đầm Xoè Phối Cổ Vàng L,1
1 EM9559 Đầm Xoè Xanh Nơ Cổ M,1
1 EM2084 Đầm Dạ Hội Đỏ Phối Lưới S,1
1 A4012 Áo Xám Phối Túi S,1
1 EM7045 Đầm Xoè Midi Tùng Dập Ply XL,1
1 EM7210 Đầm Xoè Cổ Cách Điệu XL,1
1 EM7000 Đầm Xoè Phối Ren XL,1
1 EM9296 Đầm Xoè Đỏ Hoa Nhí S,1
1 EM7183 Đầm Xoè Phối Cổ Tròn L,1
1 EM9341 Đầm Xoè LVP Xanh S,1
1 EM7330 Đầm Xoè Hoa Cổ Tròn XL,1
1 EM9387 Đầm Xoè Đỏ Đô Cổ Xếp Ply XL,1
1 EM9409 Đầm Xoè Maxi Hoa Cam Nhí M,1
1 EM7548 Đầm Xoè Hoa Nhí Phối Ren L,1
1 EM9464 Đầm Xòe Đỏ Ply Cổ S,1
1 EM7667 Đầm Xoè Nâu Cài Hoa L,1
1 EM7037 Đầm Xoè Cổ Tròn XXL,1
1 EM9256 Đầm Xoè Đỏ Cổ Tròn M,1
1 EM9328 Đầm Xoè Hoa Nâu XXL,1
1 EM7382 Đầm Dạ Hội Xanh Đen Kết Hạt XL,1
1 EM7397 Đầm Xoè Hoa Cam XXL,1
1 EM7496 Đầm Xoè Hoa Vàng M,1
2 H1 Hộp Giấy Gói Quà,1
1 EM7676 Sét Áo Dài Hồng Gấm In+ CV Xanh S,1
1 EM9268 Đầm Xoè Hồng Cổ Tròn XL,1
1 EM6968 Đầm Xoè Cổ Tròn Bèo Tay XXL,1
1 EM9281 Đầm Xoè Phối Ren L,1
1 EM7252 Set áo+cv Peplum Hông XXL,1
1 EM7397 Đầm Xoè Hoa Cam M,1
1 V9474 Chân Váy Đen Đính Nút XXL,1
1 EM7412 Đầm Xoè Cổ V Lvp Xanh S,1
1 EM6986 Đầm Xoè Hoa Nhí Hồng M,1
1 EM7134 Đầm Xoè Đỏ Cổ Vuông S,1
1 EM9296 Đầm Xoè Đỏ Hoa Nhí XL,1
1 EM9311 Đầm Body Hoa Cổ Tròn L,1
1 EM7430 Đầm Suông Đỏ Gấm S,1
1 EM2005 Đầm Xoè Phối Ren M,1
1 EM7397 Đầm Xoè Hoa Cam S,1
1 EM7551 Đầm Xoè Maxi Hoa Nhí M,1
1 V2013 Chân Váy Xoè Hoa Cam M,1
1 EM7557 Đầm A Hồng Đất Cổ Vuông M,1
1 EM2136 Đầm Xoè Cổ Vuông Nâu XXL,1
1 EM7341 Đầm Xoè Hoa xanh Cổ Vuông M,1
1 EM9363 Đầm Suông Gấm Vàng L,1
1 EM9421 Đầm A Ô Lập Thể Xanh Đen M,1
1 A7578 Áo Thun Trắng Cổ V Rộng M,1
1 A2036 Áo Cổ Lá Sam Xanh M,1
1 EM7597 Đầm Xoè Hồng Cổ Vest XL,1
1 EM2084 Đầm Dạ Hội Đỏ Phối Lưới M,1
1 ET0030 Đầm Xoè Trắng Cổ Lệch M,1
1 EM7022 Đầm Xòe Cổ Vuông M,1
1 EM9354 Đầm Xoè LVH Cổ Tròn XL,1
1 EM9413 Đầm Xoè Maxi Hoa Hồng Nhí L,1
1 V7673 Chân Váy Xoè Vân Xanh XXL,1
1 Đầm EMY EM6688 Xoè Hồng Xếp Ly Tay Búp,1
1 EM6987 Jum Phối Cổ V Đỏ Rượu L,1
1 EM6719 Maxi Hồng Cổ Yếm S XXL,1
1 EM7106 Sét Áo Quần Xanh M,1
1 EM6946 Đầm Xoè Phối Caro S XL,1
1 EM9331 Đầm Xoè Hoa Nhí Hồng XL,1
1 EM7326 Đầm Suông Cổ Vuông XL,1
1 EM9358 Đầm Xoè Cổ V Đắp Eo Xêp Ply L,1
1 EM9366 Đầm Suông Xanh Loang M,1
1 EM9533 Đầm Maxi Đuôi Cá Nền Đen XL,1
1 EM9555 Đầm Xoè Hoa Xanh Tay Dài L,1
1 EM7065 Đầm Xoè Xanh Rêu Cổ Tròn XL,1
1 EM7116 Đầm Xoè Phối Tùng Dập Ply M,1
1 EM9274 Đầm Xoè Cổ Tròn Khoét Giọt Nước L,1
1 EM7181 Đầm Xoè Đỏ Cổ Lục Giác L,1
1 EM7066 Đầm Body Cổ Tròn L,1
1 EM7239 Đầm Xoè Xanh Cổ Cách Điệu L,1
1 EM9322 Đầm Xoè LVP Đỏ L,1
1 EM7277 Đầm Xoè Hoa Hồng L,1
2 EM7560 Đầm Xoè Hoa Tím Tay Lỡ L,1
1 A9474 Áo Sơ Mi Tay Dài S,1
1 EM2031 Đầm Xoè Bèo Cổ Tùng Xếp Ply XXL,1
1 EM7162 Đầm Xoè Hoa Cổ Lệch L,1
1 EM7168 Jum Quần Dài Phối Ren XL,1
1 ET0037 Sét Áo Chân Váy Pastel S,1
1 EM9296 Đầm Xoè Đỏ Hoa Nhí L,1
1 EM7154 Sét Áo Quần Xanh Cổ Danton S,1
1 EM7480 Đầm Xoè Xanh Ply Ngực S,1
1 EM9451 Đầm Xoè Nâu XXL,1
1 EM2094 Đầm Body Nhung Đỏ Đô XL,1
1 EM9544 Đầm Maxi Xòe Nâu Kết Hoa Vải L,1
1 EM7100 Đầm Xoè Đen Cổ Tròn L,1
1 EM7246 Đầm Xoè Đô Trước Ply Nổi XL,1
1 EM7191 Đầm Xoè Cổ Tròn Vai Choàng L,1
1 EM7197 Jum Đỏ Đô Cổ V XL,1
3 EM9341 Đầm Xoè LVP Xanh XL,1
1 Q7093 Quần Đen Ống Loe XXL,1
1 V2036 Chân Váy Bút Chì Xanh M,1
1 EM2058 Đầm Xoè A Đen Ply Eo S,1
1 V9554 Chân Váy Hồng Ren XL,1
1 EM7250 Đầm Xoè Hoa Cổ Tròn L,1
1 A7204 Áo Đỏ Cổ Tròn M,1
1 EM7316 Đầm Suông Hoa Cổ Tròn XL,1
1 EM7375 Đầm Xoè Hoa Tím M,1
1 EM2001 Đầm Xoè Đỏ Gấm XXL,1
1 EM7579 Đầm Xoè Hoa Nhí Xanh Nhún Eo L,1
1 EM4006 Đầm Xoè Xanh Cổ Vuông L,1
1 EM7110 Jum Quần Dài Xanh Cổ Xẻ V S,1
1 EM6977 Đầm Dạ Hội Đen Phối Lưới XXL,1
1 EM9281 Đầm Xoè Phối Ren XL,1
1 EM7264 Đầm Xoè A Cổ Tròn XXL,1
1 EM7122 Đầm Xoè Hoa Nhí Cổ V M,1
1 EM7311 Đầm Suông Hoa Xanh XXL,1
1 EM7265 Đầm Xoè Hoa Cổ Tròn S,1
1 EM7322 Đầm Xoè Hoa Cổ Cách Điệu M,1
1 EM7470 Đầm Xoè Phối Đen Tím M,1
1 EM7350 Đầm Xoè Lvp Xanh Lá XL,1
1 EM7456 Đầm Xoè Hoa LVP Be S,1
1 EM9504 Đầm Xoè Hoa Ply Cổ L,1
1 V2044 Chân Váy Đen HT Bướm XL,1
1 EM7437 Đầm Xoè Đỏ Chiffon S,1
1 EM9552 Đầm Xoè Loang Xám HT Bi Đen XL,1
1 EM2135 Đầm Xòe Đen Cổ Vuông Đính Đá L,1
1 EM9615 Đầm Xoè Nhún Ngực HT Hoa M,1
1 EM7056 Đầm Xoè Xanh Lá Cổ V XL,1
1 EM7260 Đầm Xoè Hoa Dập Ply XL,1
1 EM7414 Đầm Xoè Đỏ Tay Lỡ L,1
1 A9474 Áo Sơ Mi Tay Dài XXL,1
1 EM9466 Đầm Xoè Hoa Nhí Đen XL,1
1 EM7628 Sườn Xám Thun Kim Tuyến XXL,1
1 A7588 Áo Thun Đen Cổ V Rộng XL,1
1 EM2084 Đầm Dạ Hội Đỏ Phối Lưới XXL,1
1 EM7172 Đầm Xoè Lụa Nhũ M,1
1 EM7163 Jum Hoa Tay Bèo L,1
1 EM9338 Đầm Xoè Peplum LVP S,1
1 EM7216 Đầm Xoè Xanh Cổ Cách Điệu M,1
2 EM7517 Đầm Xoè Đỏ Gấm Taffta M,1
1 V7574 Chân Váy Xoè Nền Đen HT Hoa XL,1
1 V2016 Chân Váy Da Beo XL,1
1 EM2135 Đầm Xòe Đen Cổ Vuông Đính Đá XXL,1
1 ET0027 Đầm Xoè Be Không Tay L,1
1 EM7494 Đầm Body Đuôi Cá Xanh Loang XXL,1
1 A2021 Áo Đỏ Sát Peplum XL,1
1 EM7581 Đầm Xoè Hoa Nơ Cổ M,1
1 A7673 Áo Vân Xanh Đính Nút vai XXL,1
1 EM7152 Đầm Xoè Vai Xẻ L,1
1 EM7194 Đầm Xoè Phối Cổ V S,1
1 EM7268 Đâm Xoè Vai Choàng XL,1
1 EM7539 Đầm Xoè Gấm Trắng M,1
1 EM9542 Đầm Xoè Phối Hoa Xanh+ Đen M,1
1 V7598 Chân Váy Ren Trắng Xếp Ply M,1
1 EM2117 Đầm Xoè Nâu Kết Hạt M,1
1 EM9602 Đầm Suông Xanh Đen Kết Đá Cổ+ Tay M,1
1 ET0026 Đầm Xoè A Khoét 3 Giọt Nước L,1
1 EM7213 Đầm Body Hoa Cổ V XL,1
1 EM7435 Đầm Xoè Dập Ply Xanh XL,1
1 EM7377 Đầm Xoè Hoa Xanh XL,1
1 EM9385 Đầm Suông Hồng Sát Tay XL,1
1 EM9426 Đầm Xoè Nâu Cổ Lục Giác XL,1
1 EM7458 Đầm Xoè Dập Ply Đỏ M,1
1 EM2056 Đầm Xoè Bèo Cổ Loang Tím XXL,1
1 EM9477 Đầm Xoè Hoa Nền Đen M,1
1 EM7610 Đầm xoè Đỏ Đô Cổ V M,1
1 EM2088 Đầm Xoè Hồng Phối Ren XXL,1
1 EM2073 Đầm Body Carolan Hồng XL,1
1 EM7636 Ao Dài Xanh Lý Hoa M,1
1 EM9526 Đầm Maxi Đuôi Cá Hoa Hồng Nhí M,1
1 EM7257 Jum Phối Cổ Tròn XL,1
1 V9470 Chân Váy Kem Chấm Bi XXL,1
1 Q2012 Quần Ống Suông Đen S,1
1 A2022 Áo Thun Nhũ Đỏ S,1
1 EM7679 Đầm Xoè Đen Khoét Cổ Kết Hạt L,1
1 EM9238 S L,1
1 EM6937 Jum Phối Đỏ Bi S XXL,1
1 EM9320 Đầm Xoè Cổ Vest Chéo HT XL,1
1 EM7435 Đầm Xoè Dập Ply Xanh M,1
3 Bưu Phẩm C,1
1 EM7376 Đầm Xoè Hoa Cam S,1
1 EM7568 Đầm Xoè Hoa Nhún Eo XL,1
1 EM7611 Đầm Xoè Hoa Dập Ply M,1
1 EM7622 Đầm Xoè Xanh Tay Chồm M,1
1 EM7594 Đầm Suông A HT Lá Xanh M,1
1 A2025 Áo Trắng Kết Nút XXL,1
1 EM9590 Đầm Tafta 3D Đen HT Hoa Đỏ L,1
1 EM7109 Đầm Xoè Cổ Tròn Xếp Ply Ngực S,1
1 EM7207 Đầm Body A Cổ Tròn XL,1
972916126,1
1 EM7286 Đầm Xoè Tay Phối XXL,1
1 EM9336 Đầm Xoè Hoa Cổ Tròn S,1
1 EM9332 Đầm Xoè Hoa Nhí Tím L,1
1 EM2068 Đầm Xoè A Đỏ Bèo Vai XXL,1
1 A2076 Áo Silk Lụa Kem XXL,1
1 EM2119 Đầm Xoè Phối Caro Nâu L,1
1 EM9588 Đầm Xoè Phi ONNO Hồng Da XXL,1
1 EM2090 Đầm Body Đỏ Lệch Vai XXL,1
1 EM9246 Đầm Body Tùng Bèo XL,1
1 EM7227 Đầm Maxi Hoa 2 Dây M,1
1 EM7306 Đầm Suồng Hoa Hồng L,1
1 EM7372 Đầm Suông Tay Lỡ Bố Gân XL,1
1 EM7516 Đầm Xoè Cổ V Xếp Ply Ngực S,1
1 EM9388 Đầm Xoè Nude Trầm Cổ Đính Đá L,1
1 EM7615 Đầm Body Đuôi Cá Đen XXL,1
1 EM2067 Đầm Xoè A Đỏ Kết Hoa Eo M,1
1 A2072 Áo Đỏ Peplum S,1
1 V2100 Chân Váy Bút Chì Hồng Linen L,1
1 EM7108 Đầm Xoè Đen Cổ Vuông XXL,1
385876909,1
1 EM9357 Đầm Xoè Hoa Cổ Vuông L,1
917676457,1
1 A2041 Áo Thun Cổ Tròn Nâu XL,1
1 V9470 Chân Váy Kem Chấm Bi M,1
1 V2013 Chân Váy Xoè Hoa Cam L,1
1 V2100 Chân Váy Bút Chì Hồng Linen S,1
1 EM4009 Đầm Xoè Nâu Chấm Bi Đen L,1
1 EM9453 Đầm Xoè Hoa Nhí Cổ V S,1
1 EM9275 Đầm Xoè Hoa Nhí Hồng XL,1
1 EM9282 Đầm Xoè Hoa Nhí Cổ Tròn M,1
1 EM7235 Đầm Xoè Hoa Nhí Cổ Tròn XL,1
1 EM7372 Đầm Suông Tay Lỡ Bố Gân S,1
1 EM7469 Đầm Xoè Hoa Nhí Xanh Đen XXL,1
1 EM9386 Đầm Suông Vàng Thêu Hoa XXL,1
1 EM7454 Đầm Xoè A Cổ Vest M,1
1 EM9452 Đầm Xoè Ht Loang Dây Nơ Cổ L,1
1 EM7628 Sườn Xám Thun Kim Tuyến L,1
1 EM7087 Đầm Xoẻ Cổ V Tay Viền L,1
1 EM7208 Đầm Body Đen Cổ V XXL,1
1 EM7284 Đầm Xoè Cổ Cách Điệu XL,1
1 EM7343 Đầm Suông Ply Eo XXL,1
1 EM7392 Đầm Body Đuôi Cá Xanh S,1
1 EM2103 Đầm Xoè Hoa Cổ Đỗ XL,1
1 EM6965 Đầm Xoè Cổ Vuông Lụa Hồng Kông M,1
1 EM7424 Đầm Xoè Lvp Cổ Tròn XXL,1
1 EM9361 Đầm Xoè Trắng Cổ Tím Xoắn Ngực XL,1
2 K22 SUÔNG ĐUÔI CÁ ĐỎ,1
1 A7057 Áo Vàng Hoa Nhí XL,1
1 EM7070 Jum Quần Dài Cổ Vuông M,1
1 EM7171 Đầm Xoè Xanh Cổ Lệch M,1
978401086,1
1 EM7304 Đầm Xoè Tay Phối XL,1
1 EM7493 Đầm Body Đuôi Cá Hoa Hồng XXL,1
1 EM7493 Đầm Body Đuôi Cá Hoa Hồng XL,1
1 V9469 Chân Váy Xoè Hoạ Tiết Sơn Thuỷ XL,1
1 EM2051 Đầm Xoè Xanh Loang Vân Đá M,1
1 EM9519 Đầm Xoè Hoa Cổ Vuông M,1
1 EM9526 Đầm Maxi Đuôi Cá Hoa Hồng Nhí XL,1
1 V2089 Chân Váy Tweed Sọc Trắng M,1
1 V9558 Chân Váy Xanh M,1
1 EM9251 Đầm Xoè Cổ Tròn XL,1
1 A7151 Set Áo Trắng Quần Đen L,1
1 EM7450 Đầm Xoè Vai Choàng Xanh XL,1
1 A2032 Áo Thun Cổ Tròn Nâu Nhạt XL,1
1 EM9482 Đầm Xoè Sát Nách Đen Hoa XXL,1
1 A4005 Áo Sơ Mi Đen Tay Dài XL,1
1 EM6924 Đầm Xoè Dập Ply XXL,1
1 EM7047 Jum Quần Dài Phối L,1
1 EM7496 Đầm Xoè Hoa Vàng S,1
1 EM7535 Đầm Xoè Tay Lỡ Hoa L,1
1 EM9379 Đầm Xoè Xanh Rêu M,1
1 EM6898 Dạ Hội Phối Ren Đỏ S XL,1
1 EM7386 Đầm Suông Xanh Cổ Thuyền XXL,1
1 EM2026 Đầm Xoè Taffta Đỏ Cổ Danton L,1
1 V9562 Chân Váy Xoè Đen M,1
1 EM2116 Đầm Xoè Đen Tay Chồm XXL,1
1 EM7077 Đầm Xoè Tay Raglan Cổ Tròn M,1
1 EM7005 Đầm Body Hoa Lụa Kaki S,1
1 EM7149 Đầm Xoè Phối Hoa Nhí M,1
1 EM7020 Đầm Xoè Hoa Nhí XL,1
1 EM7288 Đầm Xoè Lụa Kaki XL,1
1 EM7404 Đầm Xoè Gấm Taffta Vàng S,1
1 EM9414 Đầm Xoè Maxi Hoa Phối Lưới M,1
1 EM9508 Đầm Xoè Hoa Tím Tay Lỡ XL,1
1 EM9531 Đầm Xoè Hoa Xanh XL,1
1 EM9577 Đầm Xoè A Gấm Hoa XL,1
1 EM6936 Áo Dài Hồng S S,1
1 EM7164 Đầm Xoè Hồng Cổ Nơ M,1
1 EM9487 Đầm Xoè Xanh Xếp Ply Cổ L,1
1 EM9454 Đầm Xoè Đen Ht Hoa L,1
1 EM2062 Đầm Xoè Đen Phối Caro XXL,1
1 EM9530 Đầm Xoè Hoa Nhí Tím XL,1
1 EM2105 Đầm Suông A Đỏ Phối Đen L,1
1 EM9604 Đầm Xoè Gấm Đỏ Kết Hoa Eo S,1
1 EM9609 Đầm Xoè Hoa Hồng Sát Tay L,1
1 V2036 Chân Váy Bút Chì Xanh XL,1
1 EM9270 Đầm Xoè Hoa Cổ Tròn XXL,1
1 EM7177 Đầm Xoè Đỏ Cổ Lệch Cách Điệu S,1
1 EM7223 Sét Áo Chân Váy Trắng Dập Ply L,1
1 EM9323 Đầm Xoè Đỏ Tay Lỡ XXL,1
1 EM7278 Đầm Body Đen M,1
1 EM7251 Jum Quần Dài Phối Lụa Vân Pháp XL,1
1 EM7198 Jum Xanh River XL,1
1 EM7319 Đầm Xoè Hoa Cổ V L,1
1 EM7346 Đầm Xoè Hoa Cổ V XXL,1
1 EM7403 Đầm Suông Phối Lưới M,1
1 V2122 Chân Váy Xoè Đen XXL,1
1 EM9602 Đầm Suông Xanh Đen Kết Đá Cổ+ Tay XXL,1
1 EM7165 Đầm Xoè Vàng Cổ Tròn M,1
1 EM7329 Đầm Xoè Hoa Hồng XL,1
1 EM7273 Đầm Xoè MiDi Cổ Lá Trầu XL,1
1 EM9407 Đầm Maxi Hoa Tím Sát Nách L,1
1 EM7526 Đầm Xoè Phối Trắng+Xanh M,1
1 EM9427 Đầm Suông In Lai Hoa L,1
1 A9429 Áo Xanh Cổ Danton L,1
1 EM9466 Đầm Xoè Hoa Nhí Đen M,1
1 EM2057 Đầm A Cổ Vuông Phối Nơ M,1
1 EM2060 Đầm A Phối Cổ Đen+Đỏ XL,1
1 A2132 Áo Ren Trắng Peplum XL,1
1 EM7195 Đầm Xoè Be Cổ Tròn M,1
2 KH1 Khăn Tặng KHĂN,1
1 EM7313 Đầm Xoè Cổ V Nhún Tâm Cổ XL,1
1 EM7378 Áo Dài Lụa Tầm Xanh Lam L,1
1 EM7387 Đầm Xoè Hoa Cổ Xếp Ply L,1
1 EM7464 Đầm Xoè Lvp Hồng XL,1
1 EM7537 Jum Phối Cổ Tròn L,1
1 EM9494 Đầm Xoè Tay Lỡ Nền Đen Hoa S,1
1 A2074 Áo Cổ V Nền Be S,1
1 EM6986 Đầm Xoè Hoa Nhí Hồng L,1
1 EM7162 Đầm Xoè Hoa Cổ Lệch XL,1
1 EM9265 Đầm Xoè Tay Lỡ Xẻ M,1
1 ET0036 Jum Đen Cổ Phối S,1
2 EM7145 Đầm Xoè Gấm Vân M,1
1 EM7309 Đầm Suông Cổ Tròn L,1
1 EM7407 Đầm Xoè Tay Lỡ LVP Ánh Kim XXL,1
1 EM7479 Đầm Suông Canh Hoa M,1
1 V2018 Chân Váy Sọc Vân Trắng Đen S,1
1 EM7664 Đầm Xoè Sọc Đỏ Cổ V L,1
1 EM9611 Đầm Xoè Hoa Tím Voan Tơ M,1
1 EM7155 Đầm Xoẻ Đỏ Cổ Tròn Xẻ V S,1
1 EM7218 Đầm Xoè Cổ Vuông XXL,1
1 EM9342 Đầm Xoè Hoa LVP M,1
1 EM9366 Đầm Suông Xanh Loang XL,1
1 EM7502 Đầm Xoè Cổ V Nhún Ngực M,1
1 EM9448 Đầm Xoè Cổ Vuông Ht Lá Hoa M,1
1 A2122 Áo Đen Phối Caro Nhí XXL,1
1 EM7089 Đầm Xoè A Vàng Nhún Eo XL,1
1 ET0045 Sét Áo Chân Váy Bố Carô M,1
1 EM9307 Đầm Xoè Hoa Nhí Vàng L,1
1 EM9311 Đầm Body Hoa Cổ Tròn S,1
1 EM7353 Đầm Suông Kết Hạt Cổ Tay Lỡ S,1
1 EM2002 Đầm Xoè Gấm Phối S,1
1 EM7274 Đầm Suồng A LVP Xanh S,1
1 EM7552 Đầm Xoè Hoa Tím Cổ V XL,1
1 EM9372 Đầm Xoè Phối Kim sa M,1
1 ET0041 Đầm Xoè Xanh Cổ Vuông S,1
1 EM7455 Đầm Body Nhung Xanh XXL,1
1 EM7079 Đầm Xoè Đỏ Cổ V M,1
1 EM9282 Đầm Xoè Hoa Nhí Cổ Tròn XL,1
1 EM7122 Đầm Xoè Hoa Nhí Cổ V S,1
1 EM7374 Đâm Suông A Cổ Tròn L,1
1 EM7515 Đầm Xoè Vàng Nghệ Khoét Vai XXL,1
2 EM7331 Đầm Suông Cổ Lục Giác S,1
1 EM9556 Đầm Xoè Ht Loang Tùng Ply A S,1
1 V7651 Váy Xoè Kem Bố Linen S,1
1 EM6983 Đầm Body Cổ Phối L,1
1 EM7181 Đầm Xoè Đỏ Cổ Lục Giác XL,1
1 EM7342 Đầm Xoè Hoa Cam Cổ Vuông XL,1
1 EM7427 Đầm Xoè Đỏ Phi CC XXL,1
1 EM7391 Đầm Xoè Loang Cổ Lục Giác XXL,1
1 EM9387 Đầm Xoè Đỏ Đô Cổ Xếp Ply M,1
1 EM7568 Đầm Xoè Hoa Nhún Eo XXL,1
1 A9554 Áo Hồng Ren XL,1
1 EM7107 Đầm Xoè Đen Cổ Tròn M,1
1 EM7179 Đầm Xoè Cổ V S,1
1 EM7243 Đầm Xoè Đỏ Chấm Bi XL,1
1 EM7307 Đầm Xoè Xanh PLy Ngực M,1
1 EM9336 Đầm Xoè Hoa Cổ Tròn M,1
2 EM7276 Đầm Xoè Tay Lỡ M,1
1 EM9439 Đầm Xoè Hoa Nhí Hồng S,1
1 EM9506 Đầm Suông Lụa Loang Xanh M,1
1 EM7536 Đầm Xoè Đỏ Eo Peplum XXL,1
1 EM9503 Đầm Suông Ôm LVP XXL,1
1 EM2071 Đầm Xoè Xanh Đen Phối Lưới XXL,1
1 EM7150 Đầm Xoè Hồng Tùng Nhún XL,1
1 EM7239 Đầm Xoè Xanh Cổ Cách Điệu XL,1
1 EM7279 Đầm Xoè Hoa Cổ Lệch XL,1
1 EM9352 Đầm Xoè Tay Lỡ Sọc Vàng XXL,1
1 EM7322 Đầm Xoè Hoa Cổ Cách Điệu XL,1
1 EM9459 Đầm Xoè Hoa Đen Cổ Đắp L,1
1 V7602 Chân Váy Midi Taffta Đen S,1
1 Q2053 Quần Ống Suông Sọc Xanh M,1
1 EM4011 Đầm Xoè Nâu Cổ Vuông L,1
1 EM7144 Maxi Dài Cổ V XL,1
1 EM7222 Jum Hoa Quần Dài Cổ Vuông XL,1
1 ET0030 Đầm Xoè Trắng Cổ Lệch S,1
1 EM9348 Đầm Xoè LVP Hoa Xanh XXL,1
1 EM9385 Đầm Suông Hồng Sát Tay M,1
1 EM9404 Đầm A Ren Trắng M,1
1 EM7580 Đầm Xoè Hoa Vàng Nhún tùng M,1
8 EM9431 Đầm Xoè Hoa Cổ Sơ Mi XL,1
1 EM9573 Đầm Xoè Gấm Taffta Đen S,1
1 EM7680 Đầm Xoè Gấm Kem Kết Hạt L,1
1 EM7011 Đầm Xoè Cổ Tròn Tay Lỡ M,1
1 EM9292 Đầm Xoè Hoa Cổ V Nơ S,1
1 EM7249 Sét Áo Chân Váy Vàng Peplum L,1
357992577,1
1 EM7594 Đầm Suông A HT Lá Xanh S,1
1 EM7622 Đầm Xoè Xanh Tay Chồm XXL,1
1 EM9495 Đầm Xoè Đen Vân Trắng XXL,1
1 EM6981 Đầm Dạ Hội Cổ Cách Điệu XXL,1
1 EM7015 Đầm Body Sát Nách XXL,1
1 EM9304 Đầm Xoè Hồng Ply Cổ XXL,1
1 ET0041 Đầm Xoè Xanh Cổ Vuông M,1
1 EM7505 Đầm Xoè Cổ V PK Hoa Vải L,1
1 EM9450 Đầm Body Gấm Hoa Tím XXL,1
986928327,1
1 A7578 Áo Thun Trắng Cổ V Rộng S,1
1 V7583 Chân Váy Ren Đen Xếp Ply XXL,1
1 EM7300 Đầm Xoè Hoa Cổ Lệch XXL,1
1 EM2008 Đầm Xoè Đỏ Kết Hạt S,1
1 EM7138 Jum Quần Dài Phối XXL,1
"khi nào tơ sưng tớ đặc mẫu khác\"\" hỏi phí ship\"\" tớ không trả đâu nhá tại sao tớ phải trả\"\" YC Hoàn lỗi khách. Hiếu 6.5\"",1
1 EM7524 Đầm Xoè Xanh Hoa Vải M,1
1 EM7492 Đầm Xoè Hoa Vàng L,1
1 EM7512 Đầm Xoè Midi Viền Ren XL,1
1 V2016 Chân Váy Da Beo M,1
1 EM7590 Đầm Suống A Gấm Taffta XL,1
1 EM2054 Đầm Xoè Trắng Kết Hạt M,1
1 V2043 Chân Váy Nâu L,1
1 EM7077 Đầm Xoè Tay Raglan Cổ Tròn XL,1
1 Q7127 Quần Dài Form Suông Đen XXL,1
1 EM7155 Đầm Xoẻ Đỏ Cổ Tròn Xẻ V M,1
1 EM7191 Đầm Xoè Cổ Tròn Vai Choàng M,1
đòi mặc thử mới trả tyieenf sợ bị lừa 16/12,1
1 A7582 Áo Peplum Hồng M,1
1 A2066 Áo Vest Croptop Nâu S,1
